movieId,title,genres,median_rate,imdbId,rating,timestamp
361.0,It Could Happen to You (1994),Comedy|Drama|Romance,4.0,0110167,4.0,845554376
362.0,"Jungle Book, The (1994)",Adventure|Children|Romance,3.0,0110213,5.0,964982588
363.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.0,0107472,4.0,1094877944
364.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.75,0110357,3.0,847434882
366.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,4.0,0111686,3.0,845554962
367.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,2.0,0110475,4.0,964981710
368.0,Maverick (1994),Adventure|Comedy|Western,4.0,0110478,4.0,945078690
369.0,Mrs. Parker and the Vicious Circle (1994),Drama,3.0,0110588,4.0,858772064
370.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.0,0110622,4.0,845553794
371.0,"Paper, The (1994)",Comedy|Drama,3.0,0110771,3.0,845554141
372.0,Reality Bites (1994),Comedy|Drama|Romance,3.0,0110950,1.0,965706507
373.0,Red Rock West (1992),Thriller,3.0,0105226,3.0,967048734
374.0,Richie Rich (1994),Children|Comedy,3.0,0110989,3.0,845554296
376.0,"River Wild, The (1994)",Action|Thriller,4.0,0110997,2.0,902154684
377.0,Speed (1994),Action|Romance|Thriller,4.0,0111257,5.0,845553317
378.0,Speechless (1994),Comedy|Romance,3.5,0111256,3.0,845554987
379.0,Timecop (1994),Action|Sci-Fi|Thriller,3.0,0111438,2.0,965703885
380.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,4.0,0111503,2.0,847434748
381.0,When a Man Loves a Woman (1994),Drama|Romance,3.0,0111693,3.0,845553994
382.0,Wolf (1994),Drama|Horror|Romance|Thriller,3.5,0111742,3.0,845554397
383.0,Wyatt Earp (1994),Western,3.0,0111756,3.0,845554320
384.0,Bad Company (1995),Action|Crime|Drama,4.0,0112443,3.5,1112717242
385.0,"Man of No Importance, A (1994)",Drama,3.5,0110455,4.0,939716559
386.0,S.F.W. (1994),Drama,3.0,0111048,3.0,961518708
387.0,"Low Down Dirty Shame, A (1994)",Action|Comedy,3.0,0110399,3.5,1230932629
388.0,Boys Life (1995),Drama,4.0,0112570,2.0,965318456
389.0,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.5,0109454,5.0,990807705
390.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.0,0059170,2.0,1161799601
391.0,Jason's Lyric (1994),Crime|Drama,4.0,0110186,4.5,1496206564
393.0,Street Fighter (1994),Action|Adventure|Fantasy,4.0,0111301,3.0,1009693004
405.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,3.0,0110027,3.0,845554603
406.0,Federal Hill (1994),Drama,3.0,0109785,3.0,860399107
407.0,In the Mouth of Madness (1995),Horror|Thriller,2.5,0113409,3.0,965705059
408.0,8 Seconds (1994),Drama,3.75,0109021,4.0,996255745
409.0,Above the Rim (1994),Crime|Drama,3.5,0109035,2.0,1186084446
410.0,Addams Family Values (1993),Children|Comedy|Fantasy,2.25,0106220,3.0,847435292
412.0,"Age of Innocence, The (1993)",Drama,4.0,0106226,3.0,845554505
413.0,Airheads (1994),Comedy,4.0,0109068,2.0,996221492
414.0,"Air Up There, The (1994)",Comedy,3.0,0109067,2.0,965706886
415.0,Another Stakeout (1993),Comedy|Thriller,3.0,0106292,4.0,845554420
416.0,Bad Girls (1994),Western,3.0,0109198,3.0,845554962
417.0,Barcelona (1994),Comedy|Romance,3.0,0109219,2.0,945078467
418.0,Being Human (1993),Drama,3.75,0106379,3.0,996256649
419.0,"Beverly Hillbillies, The (1993)",Comedy,4.0,0106400,3.0,845554224
420.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,4.0,0109254,2.0,965708098
421.0,Black Beauty (1994),Adventure|Children|Drama,3.5,0109279,3.0,962685262
422.0,Blink (1994),Thriller,3.0,0109297,3.0,965711481
423.0,Blown Away (1994),Action|Thriller,3.0,0109303,3.0,964982363
424.0,Blue Chips (1994),Drama,3.5,0109305,3.0,996221407
